,Soil volumetric water content:,Soil el. conductivity:,Soil Oxygen:,PAR:,Shortwave irradiance:,Mean solar irradiance:,Precipitation since last meas.:,Lightnings since last measurement:,Gust wind speed:,Wind direction (rel. to N):,Average air temp.:,Vapour pressure:,Atmospheric pressure:,Vapour pressure deficit:,Rel. air humidity:,Station X axis orientation:,Leaf humidity:,Soil pH:,Soil humidity NPK:,Soil temp. NPK:,Soil el. conductivity NPK:,Soil Potassium:,Location(lat long alt):,Soil temp. 10cm:,Soil temp 50cm:,Soil temp 80cm:,Surface temp. object:,Air temp.:,Air humidity:,CO2 in air:,Light intensity:,Soil humidity1:,Soil humidity2:,Raindrops2:,Raindrops3:,Spectr. Violet:,Spectr. Blue:,Spectr. Green:,Spectr. Orange:,Spectr. Red:
677,0.087,4.111,21.95775,27.104,8.435,16.66666667,0.0,0.0,1.5125,196.5,24.66,1.9075,100.908,1.195,61.55666667,-0.56,2.973,7.0,0.0,25.025,0.0,0.0,44.176,25.5126,25.17225,24.75,25.11666667,26.01725,56.17825,0.0,1300.6,0.0,59.33333333,0.4,0.0,65535.0,65535.0,65535.0,65535.0,59204.75
678,0.087,3.667,22.064,10.28466667,4.209333333,2.5,0.0,0.0,1.27,170.0,24.1,1.99,100.895,0.9955,66.97766667,-0.575,1.622,7.0,0.0,24.175,0.0,0.0,44.176,25.625,25.125,24.75,24.058,24.969,62.784,0.0,368.0,0.0,59.33333333,0.666666667,0.0,65535.0,65535.0,65535.0,65535.0,58760.0
679,0.087,4.0555,22.193,0.266,0.021666667,0.0,0.0,0.0,1.4075,267.35,23.7,1.96,100.912,0.991,66.4065,-0.6,1.531666667,7.0,0.0,23.225,0.0,0.0,44.176,25.69833333,25.1502,24.8004,23.418,24.2314,67.4876,0.0,2.0,0.166666667,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58559.5
681,0.087,3.9334,22.38283333,0.3,0.0005,0.0,0.0,0.0,2.81,273.18,22.96666667,1.985,100.9533333,0.8545,70.62675,-0.5,1.622,7.0,0.0,21.6,0.0,0.0,44.176,25.7626,25.146,24.82333333,21.866,22.461,70.4944,0.0,2.0,0.0,59.6,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58804.2
683,0.087,4.0,22.448,0.1628,0.0,0.0,0.0,0.0,1.87,197.3,22.04,1.906,100.93,0.791,71.6295,-0.575,1.6895,7.0,0.0,20.78,0.0,0.0,44.176,25.75,25.1628,24.875,22.37666667,22.65475,70.8006,0.0,2.0,0.0,59.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58551.6
684,0.087,4.0,22.48666667,0.0985,0.0,0.0,0.0,0.0,1.284,270.76,20.8,1.88,100.938,0.568,76.14,-0.6,1.712,7.0,0.0,19.85,0.0,0.0,44.176,25.7004,25.188,24.8876,21.118,21.777,73.267,0.0,2.0,0.0,59.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58668.33333
686,0.087,3.24975,22.5888,0.051,0.0,0.0,0.0,0.0,1.82,248.2,20.075,1.876,100.94,0.456666667,80.32033333,-0.54,1.892,7.0,0.0,18.76666667,0.0,0.0,44.176,25.6002,25.188,24.938,18.87,19.6258,82.372,0.0,2.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58439.66667
687,0.087,3.555666667,22.631,0.0564,0.0,0.0,0.0,0.0,2.458,273.25,19.475,1.818,100.935,0.437666667,81.0016,-0.566666667,1.892,7.0,0.0,18.1,0.0,0.0,44.176,25.5315,25.188,24.938,19.035,19.25266667,84.196,0.0,2.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58195.6
688,0.087,3.6668,22.6765,0.042666667,0.00125,0.0,0.0,0.0,2.828333333,282.95,19.025,1.766666667,100.94,0.43175,80.664,-0.52,1.838,7.0,0.0,17.8,0.0,0.0,44.176,25.438,25.188,24.938,18.68333333,18.988,84.1645,0.0,2.0,0.0,59.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58183.25
689,0.087,3.5,22.657,16.79925,11.968,1.666666667,0.0,0.0,2.38,272.2,18.1,1.715,100.94,0.376333333,82.2765,-0.4,1.892,7.0,0.0,17.1,0.0,0.0,44.176,25.3628,25.188,24.896,18.34333333,18.80933333,82.79633333,0.0,35.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58204.5
691,0.047833333,3.333333333,22.7402,431.594,268.559,262.5,0.0,0.0,2.776,5.733333333,20.33333333,1.808,100.8925,0.68,72.5912,-0.58,1.4865,7.0,0.0,20.25,0.0,0.0,44.176,25.188,25.188,24.8626,18.81,19.10683333,80.93425,0.0,0.0,0.0,59.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,58479.25
695,0.0348,3.3336,22.31825,1626.205,677.0155,776.75,0.0,0.0,7.082,67.9,27.5,1.914,100.91,1.7545,51.9924,-0.75,1.081,7.0,0.0,28.56,0.0,0.0,44.176,24.875,25.125,24.7128,27.475,29.00966667,45.99825,0.0,0.0,0.0,59.75,0.0,0.0,65535.0,65535.0,65535.0,65535.0,60887.66667
698,0.087,3.555666667,21.63366667,1284.675,547.4443333,595.0,0.0,0.0,6.673333333,69.525,27.95,1.946,100.8883333,1.803,51.834,-0.65,1.351,7.0,0.875,32.73333333,0.0,0.0,44.176,24.9128,25.063,24.58366667,28.53,30.6782,44.3905,0.0,7437.5,1.0,60.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61947.0
700,-0.0168,3.41675,21.4038,600.315,229.9774,271.5,0.0,0.0,7.033333333,67.875,26.83333333,1.965,100.9266667,1.5242,56.724,-0.7,1.351,7.0,0.0,27.9,0.0,0.0,44.176,25.08366667,25.0315,24.563,31.46,29.77633333,45.7975,0.0,0.0,0.0,59.25,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
701,0.086833333,3.333,21.5986,261.8915,80.98633333,123.2,0.0,0.0,6.63,69.52,25.975,1.85,100.942,1.460666667,55.9504,-0.72,1.351,7.0,0.0,25.7,0.0,0.0,44.176,25.2128,25.0,24.563,27.78,28.3528,50.6232,0.0,6118.8,0.0,59.66666667,0.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
703,0.047833333,2.833333333,22.011,0.341,0.008833333,0.0,0.0,0.0,3.695,63.8,23.72,1.86,101.01,1.048,63.8336,-0.666666667,1.55425,7.0,0.0,22.7,0.0,0.0,44.176,25.45866667,24.9876,24.563,23.735,24.4826,61.31166667,0.0,1.0,0.2,59.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59461.0
704,0.043666667,2.889,22.1758,0.227,0.0005,0.0,0.0,0.0,2.7575,70.25,23.02,1.81,101.07,1.014,64.94025,-0.625,1.441333333,7.0,0.0,21.675,0.0,0.0,44.176,25.5378,24.9845,24.6095,22.718,23.3284,65.7065,0.0,1.0,0.0,59.33333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59269.0
705,0.087,3.555666667,22.315,0.16425,0.0,0.0,0.0,0.0,1.4,38.5,22.42,1.81,101.096,0.913,66.3072,-0.525,1.622,7.0,0.0,20.91666667,0.0,0.0,44.176,25.563,24.97933333,24.625,21.55666667,22.3982,66.39733333,0.0,1.0,0.0,59.83333333,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59367.0
706,-0.039166667,3.2666,19.4338,0.1532,0.0,0.0,0.0,0.0,1.16,132.35,21.625,1.7575,101.114,0.8315,67.17466667,-0.48,1.622,7.0,0.0,20.025,0.0,0.0,44.176,25.563,25.0,24.6628,20.79,21.668,70.23766667,0.0,1.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59430.33333
709,0.086333333,3.3335,22.592,0.024833333,0.0002,0.0,0.0,0.0,1.7175,242.8,19.1,1.711666667,101.1166667,0.469,77.641,-0.533333333,1.712,7.0,0.0,17.85,0.0,0.0,44.176,25.44833333,25.0,24.75,18.018,18.783,77.4132,0.0,1.0,0.0,60.2,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59520.0
710,0.086666667,2.6665,22.664,0.0476,0.0,0.0,0.0,0.0,2.653333333,227.2666667,20.175,1.74,101.114,0.6058,73.568,0.575,1.757,7.0,0.0,17.9,0.0,0.0,44.176,25.3752,25.0,24.75,17.898,18.3835,81.421,0.0,1.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59254.8
711,0.087,2.9998,22.687,0.0712,0.0,0.0,0.0,0.0,2.2525,9.318333333,20.04,1.526,101.1,0.8182,66.18383333,-0.566666667,1.6895,7.0,0.0,17.68,0.0,0.0,44.176,25.2878,25.0126,24.75,19.125,19.42666667,78.6968,0.0,1.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59057.0
715,-0.000166667,2.666666667,22.649,438.9578333,237.365,203.25,0.0,0.0,6.8675,59.5,24.62,26.795,101.1,-24.28425,2445.8975,-0.6,1.622,7.0,0.0,21.375,0.0,0.0,44.17605,24.917,25.0,24.67225,22.71,21.926,74.996,0.0,4349.75,0.0,59.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59186.33333
716,0.0864,3.33325,20.07166667,905.88675,339.635,318.5,0.0,0.0,7.823333333,61.42,25.3,2.084,101.1133333,1.124,65.01925,-0.325,1.351,7.0,0.0,23.26666667,0.0,0.0,44.176,24.83366667,25.0,24.625,24.26666667,25.174,65.153,0.0,0.0,0.0,60.8,0.0,0.0,65535.0,65535.0,65535.0,65535.0,59787.0
718,0.0,3.1332,22.374,974.4853333,267.5145,486.2,0.0,0.0,8.752,60.55,25.65,21.832,67.44666667,-18.553,60.90666667,-0.825,1.3512,7.0,0.0,25.65,0.0,0.0,44.176,24.688,25.0,24.54725,25.475,26.50075,59.1415,0.0,0.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,61778.0
719,0.035,2.666666667,18.585,771.1836667,414.07,520.0,0.0,0.0,9.89,59.45,25.93333333,1.9825,101.164,1.341,58.4224,0.4,1.351,7.0,0.0,25.9,0.0,0.0,44.176,24.6775,24.9535,24.5,25.88333333,26.92333333,54.431,0.0,0.0,0.0,59.6,0.0,0.0,65535.0,65535.0,65535.0,65535.0,63210.75
720,0.0865,3.0,22.2435,1414.5325,655.884,777.0,0.0,0.0,10.0225,57.83333333,26.46,2.038,101.0966667,1.4155,59.0356,-0.433333333,1.351,7.0,0.0,25.6,0.0,0.0,44.176,24.6775,24.9504,24.438,26.04333333,27.739,53.66383333,0.0,0.0,0.0,60.0,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62510.75
721,0.086833333,3.5,22.146,1150.07,422.5478,499.75,0.0,0.0,8.241666667,59.275,26.0,2.041666667,101.11,1.292666667,61.708,-0.525,1.351,7.0,0.0,26.24,0.0,0.0,44.176,24.688,24.938,24.438,26.94,28.10066667,53.651,0.0,0.0,0.0,59.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62301.5
722,0.028,3.33325,22.056,864.1524,420.9065,489.0,0.3162,0.0,8.708,62.85,23.6,2.143333333,101.106,0.876666667,80.8592,-1.05,3.78375,7.315,0.0,25.48333333,0.0,0.0,44.176,24.7004,24.9065,24.375,26.34333333,27.26233333,56.1448,0.0,0.0,0.0,59.0,0.0,14.0,65535.0,65535.0,65535.0,65535.0,63271.0
723,0.02825,3.111333333,22.0082,582.319,250.0222,299.0,0.0,0.0,7.66,60.56,23.025,2.193333333,101.0775,0.560833333,80.22,-0.65,3.3785,7.024,0.0,22.0,0.0,0.0,44.176,24.75,24.875,24.375,24.33,25.463,67.494,0.0,0.0,0.0,59.25,18.2,0.0,65535.0,65535.0,65535.0,65535.0,64534.75
725,0.087,3.0,22.21225,125.26525,39.369,69.25,0.0034,0.0,5.736666667,56.4,21.375,2.096,101.0675,0.124,84.14375,-0.44,15.7836,6.696666667,0.0,18.52,18.94433333,31.16675,44.176,24.875,24.844,24.375,22.418,22.229,78.2668,0.0,4351.5,0.0,60.0,18.83333333,0.0,65535.0,65535.0,65535.0,65535.0,63436.0
726,0.0868,2.91675,22.32466667,6.01725,1.68375,1.5,1.1545,0.0,6.01,61.72,20.05,26.85,80.878,0.253333333,1208.0575,-0.48,47.3512,6.672333333,8.8466,17.625,20.9835,41.8335,44.176,24.929,24.8378,24.375,20.522,20.2675,90.9954,0.0,229.8,0.0,59.8,4.4,14.25,65535.0,65535.0,65535.0,65535.0,57984.0
729,0.0348,4.778,22.4132,0.069333333,0.0,0.0,0.0,0.0,2.485,26.1275,18.92,2.105,101.07,0.07,96.58475,-0.48,12.973,6.5555,16.37525,16.8,34.467,57.75,44.176,24.8378,24.813,24.375,18.72,18.905,98.71875,0.0,1.0,0.0,60.5,13.33333333,6.0,65535.0,61815.5,65535.0,65535.0,49828.33333
730,0.0872,4.91675,22.43216667,0.060333333,0.0,0.0,0.0,0.0,2.4325,63.55,20.35,2.166666667,101.0325,0.182666667,91.24983333,-0.48,10.40525,6.5266,15.2,17.05,33.322,55.0,44.176,24.7752,24.813,24.375,18.79,19.0005,98.046,0.0,1.0,0.0,60.25,11.5,0.5,65535.0,63318.0,65535.0,65535.0,54640.33333
731,0.0872,5.0,21.20633333,0.117,0.0,0.0,0.0,0.0,1.46,48.7,20.15,2.171666667,101.038,0.316666667,88.785,-0.375,7.90575,6.506666667,14.68866667,17.225,32.0445,53.08325,44.176,24.6752,24.813,24.375,19.42,19.8272,96.225,0.0,1.0,0.0,60.0,1.75,0.0,65535.0,62449.66667,65535.0,65535.0,53934.5
733,0.009,5.4666,22.53833333,0.0506,0.0,0.0,0.2,0.0,3.061666667,315.7,19.73333333,2.05,100.944,0.924666667,89.6315,-0.533333333,9.25675,6.4875,12.9266,16.675,29.8585,49.5,44.176,24.4502,24.7815,24.313,19.09,19.32025,97.74666667,0.0,1.0,0.0,60.4,0.0,0.0,65535.0,62006.0,65535.0,65535.0,53701.5
736,0.088,6.4165,22.45633333,0.029333333,0.0,0.0,0.2465,1.2,4.426666667,21.26666667,13.725,2.05,84.11833333,0.04925,143.5042,-0.35,39.2972,6.486,16.7532,16.2,32.567,53.4,44.176,24.167,24.75,24.20866667,18.95666667,18.545,99.172,0.0,1.0,0.0,60.33333333,21.6,19.0,65535.0,61544.0,65535.0,65535.0,52715.0
737,0.08775,7.08325,22.45033333,0.4535,0.1422,0.0,1.0608,1.0,3.608333333,21.4,18.1,2.025,100.93,0.051666667,97.86066667,-0.48,47.784,6.48075,18.6415,15.9,33.7134,55.9332,44.176,24.07825,24.7252,24.125,17.94333333,18.17875,100.07,0.0,2.5,0.0,60.0,22.0,13.75,65535.0,61231.33333,65535.0,65535.0,52153.66667
738,0.02325,8.0666,22.4434,9.592,3.229428571,2.5,0.272,0.0,5.855,12.618,18.33333333,2.05,100.69,0.0608,96.76775,-0.525,46.28375,6.46825,21.7835,15.72,35.00825,58.1332,44.176,23.9752,24.688,24.1002,17.93666667,18.06616667,100.2395,0.0,26.75,0.0,60.5,20.0,13.0,65535.0,61298.0,65535.0,65535.0,51947.33333
739,0.003333333,8.111,15.33,65.697,18.28866667,14.75,0.606333333,0.0,5.2675,8.6,18.66666667,2.096666667,100.922,0.039,98.127,-0.34,40.4324,6.4665,21.9915,15.825,33.02475,53.8335,44.176,23.8752,24.67225,24.063,18.055,18.2684,100.8548,0.0,162.8,0.0,60.0,15.0,12.25,65535.0,60515.33333,65535.0,65535.0,51621.8
740,0.09,11.16675,20.60575,205.192,79.61575,85.5,0.0102,0.0,5.15,7.9,18.65,2.14,64.548,0.001,99.5582,-0.5,24.25675,6.451,21.039,16.2,30.2268,50.0,44.176,23.7815,24.6628,24.0,18.44,18.5795,101.1415,0.0,583.75,0.0,60.0,14.2,7.666666667,65535.0,59473.5,65535.0,65535.0,51163.0
741,-0.083666667,12.11133333,22.3775,421.85375,172.24575,112.3333333,0.0,0.0,4.53,8.82,19.05,1.64,100.9733333,0.56475,79.2756,-0.575,13.2974,6.42675,19.739,16.9,28.17525,46.33333333,44.176,23.64633333,24.646,23.94833333,18.69666667,18.888,100.6903333,0.0,3883.75,0.0,60.66666667,5.0,1.666666667,65535.0,60696.5,65535.0,65535.0,52135.25
742,0.091,14.77766667,20.5165,243.624,98.83966667,142.5,0.0,0.0,3.635,304.125,19.36,2.18,101.015,0.064,97.9674,-0.54,10.608,6.40325,18.6534,17.4,26.96683333,44.25,44.176,23.5002,24.563,23.875,19.35,19.60216667,99.378,0.0,6921.0,0.0,61.0,1.666666667,0.0,65535.0,62750.25,65535.0,65535.0,53593.2
743,0.091333333,16.75025,18.9525,103.5993333,54.52066667,43.4,0.0,0.0,3.6275,277.08,18.46666667,51.55,75.8075,0.1054,4835.513667,-0.475,9.369333333,6.3925,17.27766667,16.63333333,25.58,42.0,44.176,23.4065,24.563,23.83366667,19.582,19.4735,95.51725,0.0,6667.333333,0.0,60.2,3.8,0.0,65535.0,62712.83333,65535.0,65535.0,53695.2
744,0.092,18.778,22.37933333,235.0653333,110.27,99.66666667,0.0,0.0,2.768,277.36,18.3,1.926666667,101.1333333,0.15,92.4565,-0.5,7.207333333,6.374,16.67233333,16.375,23.8334,39.8,44.176,23.313,24.51575,23.75,18.325,18.42766667,95.69725,0.0,12616.6,0.0,60.16666667,0.0,0.0,65535.0,62012.5,65535.0,65535.0,53108.25
745,0.0396,23.33325,22.41133333,131.4013333,47.91,48.0,0.0,0.0,3.788,308.0,18.65,1.89,101.16,0.2365,88.99166667,-0.433333333,3.78375,6.363333333,16.06,16.1,22.5915,36.55566667,44.176,23.2605,24.4752,23.688,18.45666667,18.49975,94.557,0.0,6177.5,0.0,60.5,0.0,0.0,65535.0,62523.5,65535.0,65535.0,53774.5
747,0.09325,42.333,22.59225,191.0106,92.06033333,83.25,0.0,0.0,5.362,216.6333333,16.8,1.734,81.01,0.205,89.266,-0.55,2.027,6.3486,15.14433333,15.35,18.21133333,30.33333333,44.176,23.1502,24.37533333,23.54725,18.03,18.04233333,88.346,0.0,11179.75,0.0,60.6,0.0,0.0,65535.0,62055.0,65535.0,65535.0,53408.25
749,0.094,55.3335,21.22,29.482,26.83133333,31.25,0.0,0.0,3.148,140.165,16.6,1.385,76.0025,0.234666667,70.5938,-0.525,2.9188,6.34,14.37766667,14.53333333,15.4335,25.1665,44.176,23.00033333,24.29725,23.438,16.4,16.4908,89.75066667,0.0,3124.6,0.0,60.75,0.0,73.0,65535.0,61913.75,65535.0,65535.0,53156.2
750,0.094,58.22233333,22.693,10.30575,2.642333333,4.333333333,0.0,0.0,3.515,311.075,8.9,1.546666667,50.705,0.376,5201.988667,-0.6,1.892,6.336666667,13.911,14.125,14.5665,23.88866667,44.176,22.95866667,24.271,23.396,16.44333333,16.53933333,91.00716667,0.0,296.6666667,0.0,60.0,0.0,19.66666667,65535.0,61435.0,65535.0,65535.0,52859.0
751,0.029,60.16675,22.73933333,0.089666667,0.0,0.0,0.0,0.0,3.11,300.975,16.26666667,0.894,81.186,0.965,47.6626,-0.525,1.9595,6.33,13.675,13.65,13.778,22.5,44.176,22.8595,24.219,23.3254,16.22333333,16.44166667,82.4405,0.0,1.0,0.0,60.8,0.0,7.0,65535.0,61308.66667,65535.0,65535.0,52639.8
752,0.095,64.5,22.781,0.033,0.0,0.0,0.0,0.0,2.665,283.6,16.15,1.4725,76.16,0.3695,79.5462,-0.5,1.892,6.33,13.3055,13.35,13.1665,22.0,44.176,22.813,24.17225,23.313,15.95,16.09975,82.39,0.0,1.0,0.0,61.0,0.0,7.333333333,65535.0,61183.5,65535.0,65535.0,52665.66667
753,-0.0102,69.44466667,22.8322,0.016333333,0.0,0.0,0.0,0.0,3.058,275.9,10.96666667,1.515,101.5725,-0.086333333,84.0695,-0.466666667,1.892,6.33,13.02475,13.1,12.57766667,20.44433333,44.176,22.6875,24.125,23.219,15.63,15.8875,83.25025,0.0,1.0,0.0,61.0,0.0,8.5,65535.0,61052.5,65535.0,65535.0,52593.8
754,-0.03,71.3335,22.8685,0.016166667,0.0,0.0,0.0,0.0,2.746,186.6666667,11.10666667,21.55,67.74666667,0.275,3049.2332,-0.4,1.892,6.326666667,12.7934,12.85,12.15,19.5,44.176,22.57825,24.10433333,23.188,15.5,15.747,87.7188,0.0,1.0,0.0,60.4,0.0,6.25,65535.0,60993.33333,65535.0,65535.0,52519.75
756,0.016666667,74.75,22.883,0.0008,0.0,0.0,0.0,0.0,2.515,279.3666667,9.866666667,1.438333333,81.348,0.184666667,88.454,-0.516666667,3.892,6.3225,12.1085,11.93333333,11.3,18.16675,44.176,22.3335,24.01575,23.04725,14.67,15.06566667,87.3485,0.0,1.0,0.0,60.75,0.0,9.25,65535.0,61012.85714,65535.0,65535.0,52608.33333
757,0.096,74.778,22.94575,0.0,0.0,0.0,0.0,0.0,3.12,278.14,14.1,1.4725,101.7125,0.144666667,91.64616667,-0.433333333,4.32425,6.32,12.0,11.65,10.9268,18.0,44.176,22.20866667,23.9535,23.0,13.565,14.16375,93.525,0.0,1.0,0.0,60.66666667,0.0,8.0,65535.0,60896.75,65535.0,65535.0,52501.0
758,0.096,79.3335,22.963,0.0,0.0,0.0,0.0,0.0,3.205,287.175,14.1,1.473333333,101.71,-0.0584,223.801,-0.5,3.027,6.32,11.9732,11.66666667,10.74975,17.66683333,44.176,22.0754,23.917,22.9254,13.665,13.9695,95.4912,0.0,1.0,0.0,60.25,0.0,4.333333333,65535.0,60668.4,65535.0,65535.0,52393.25
759,-0.079333333,82.5334,22.99066667,0.0098,0.0,0.0,0.0,0.0,2.673333333,280.1,8.933333333,1.428333333,101.74,0.109666667,120.8082,-0.3,4.73,6.315,11.72525,11.2,10.42233333,17.0,44.176,21.9628,23.875,22.8502,13.434,13.87666667,95.65,0.0,1.0,0.0,61.0,0.0,6.5,65535.0,60703.33333,65535.0,65535.0,52389.6
760,0.017666667,77.83333333,22.97966667,0.0026,0.0,0.0,0.0,0.0,2.8475,275.125,13.06666667,1.406666667,101.744,0.09625,93.57966667,-0.375,10.5402,6.313333333,11.67525,10.8,10.19966667,16.2,44.176,21.81275,23.8378,22.7626,12.47,13.12466667,97.086,0.0,1.0,0.0,60.75,0.0,5.333333333,65535.0,60616.0,65535.0,65535.0,52341.66667
761,-0.149666667,82.833,21.255,4.956,11.132,11.33333333,0.0,0.0,1.284,216.155,12.55,1.38,67.85,-25.024,93.7892,-0.5,15.94566667,6.3126,11.5202,10.55,9.95,16.0555,44.176,21.72933333,23.76575,22.70866667,12.355,12.6735,98.16166667,0.0,32.4,0.0,61.0,0.0,4.0,65535.0,60511.0,65535.0,65535.0,52414.0
762,0.097,77.77766667,23.073,90.5405,131.7705,139.0,0.0,0.0,2.23,281.98,13.175,1.424,101.795,0.08425,94.07366667,-0.45,15.54075,6.303333333,11.775,10.78333333,9.867,16.0,44.176,21.55233333,23.688,22.58366667,12.09666667,12.4205,98.2435,0.0,207.0,0.0,60.5,0.0,0.0,65535.0,60541.5,65535.0,65535.0,52279.0
763,0.097,73.333,23.14675,647.4206667,332.0701667,275.0,0.0,0.0,4.7225,289.18,11.5,1.5,101.808,0.18925,112.6471667,-0.3,1.802,6.303333333,12.56666667,12.5,10.033,16.0,44.176,21.4065,23.6754,22.563,13.28333333,14.293,94.5,0.0,0.0,0.0,60.33333333,0.0,0.0,65535.0,61927.8,65535.0,65535.0,53093.66667
764,0.097,87.111,23.15433333,975.0748,411.86175,523.6666667,0.0,0.0,4.281666667,295.3333333,16.13333333,1.42,101.82,0.2115,109.479,-0.5,1.55425,6.294,12.44175,13.18,9.844333333,16.0,44.176,21.2752,23.5785,22.4535,15.57,15.485,85.6138,0.0,0.0,0.5,60.75,0.0,0.0,65535.0,63080.8,65535.0,65535.0,54145.75
765,0.09725,90.4666,23.08725,1313.74825,449.6715,247.5,0.0,0.0,5.375,310.3,17.84,1.455,101.8633333,0.552333333,71.909,-0.56,1.441333333,6.29,13.6165,15.45,9.9165,16.25,44.176,21.1254,23.563,22.375,17.08,17.17566667,75.664,0.0,0.0,0.0,59.75,0.0,0.0,65535.0,63684.0,65535.0,65535.0,54075.5
771,0.099,99.33325,22.06066667,959.231,398.0234,421.0,0.0,0.0,4.3,39.9,21.125,1.49375,101.8357143,1.014,59.466,-0.6,1.4052,6.285,11.63333333,18.88,9.40025,15.0,44.176,20.938,23.167,21.813,23.23,23.32,54.28033333,0.0,12413.0,0.0,59.0,24.0,0.0,65535.0,65535.0,65535.0,65535.0,65535.0
777,0.1,102.75,22.7485,0.0,0.0,0.0,0.0,0.0,0.982,267.8,15.6,1.418333333,102.0033333,0.346857143,80.8398,-0.428571429,3.581,6.3,7.177666667,12.75,7.266333333,12.0,44.176,21.33366667,22.875,21.688,15.01,16.3295,78.306,0.0,65536.0,0.0,60.0,0.0,1.666666667,65535.0,61721.0,65535.0,65535.0,53071.0
778,0.1,101.4443333,22.81166667,0.0,0.0,0.0,0.0,0.0,1.386,277.675,14.775,1.42,102.0014286,0.262333333,84.56275,-0.416666667,8.71625,6.3,7.075,12.22,7.1466,11.5336,44.176,21.26575,22.875,21.688,13.75666667,14.162,89.041,0.0,65536.0,0.0,59.33333333,0.333333333,2.5,65535.0,61228.0,65535.0,65535.0,52900.4
779,0.1,100.9165,22.867,0.0045,0.0,0.0,0.0,0.0,1.45,284.7666667,14.175,1.428,102.006,0.19,88.249,-0.5,13.874,6.305,6.933,11.9,7.01675,11.0,44.176,21.22933333,22.813,21.688,13.21,13.8375,92.68625,0.0,65536.0,0.0,60.5,1.5,2.333333333,65535.0,61038.2,65535.0,65535.0,52821.0
781,0.10075,102.8335,22.94,0.0,0.0,0.0,0.0,0.0,2.3425,284.8666667,14.04,1.396666667,101.976,0.2025,87.497,-0.433333333,20.0,6.30425,6.677666667,10.9,6.8,11.0,44.176,21.042,22.75,21.625,13.55666667,13.8218,92.29133333,0.0,65536.0,0.0,60.25,0.0,1.0,65535.0,60926.0,65535.0,65535.0,52531.0
783,0.101,104.0,23.033,0.0124,0.0,0.0,0.0,0.0,2.121666667,278.6,13.22,1.346,101.9742857,0.174571429,88.59166667,-0.44,29.73,6.308,6.283,10.18,6.589,10.33333333,44.176,20.792,22.69833333,21.563,12.775,13.022,93.4602,0.0,65536.0,0.0,60.66666667,0.0,1.0,65535.0,60843.66667,65535.0,65535.0,52513.0
786,0.101166667,106.4443333,23.14333333,156.3503333,162.422,107.0,0.0,0.0,1.924,254.6,13.06,1.365,102.00125,0.129375,91.3936,-0.4,41.1485,6.30425,7.2064,9.775,6.3868,10.0,44.176,20.5315,22.625,21.438,11.34,11.5835,97.34,0.0,2141.5,0.0,60.66666667,0.5,0.333333333,65535.0,60455.0,65535.0,65535.0,52243.0
787,0.101333333,107.91675,23.1386,353.9268,266.5636667,280.0,0.0,0.0,3.02,335.8666667,16.725,1.506666667,101.9925,0.3962,80.74433333,-0.56,14.18925,6.2946,9.6266,11.575,6.6835,10.6666,44.176,20.344,22.625,21.375,12.945,13.084,95.222,0.0,6319.0,0.0,59.33333333,0.0,0.0,65535.0,61001.5,65535.0,65535.0,53064.33333
794,0.1024,110.1113333,22.3502,996.712,468.518,507.5,0.0,0.0,4.29,48.25,21.2,1.4275,102.01,1.092666667,56.9595,-0.466666667,1.4594,6.3028,9.690285714,18.18,6.9915,11.1665,44.176,20.063,22.22933333,20.9065,20.69,22.2155,54.68675,0.0,65536.0,0.0,59.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,57227.0
795,0.1028,110.5332,22.22633333,506.8835,163.405,184.8571429,0.0,0.0,3.8125,66.55,20.36666667,1.4275,102.0083333,0.9886,59.0218,-0.45,1.41875,6.312,7.8335,16.775,7.0,11.22233333,44.176,20.1502,22.188,20.875,24.4,23.7215,45.586,0.0,9201.5,0.0,58.5,0.0,0.0,65535.0,65535.0,65535.0,65535.0,62097.25
